ID,Hours,Date,Machine ID,Department,MSEB Zone,KWH Reading,Consumption,P_F,Parts Produced,Molten Metal,Batch ID,Cost of Energy,KWH_Tonne,KWH_part
2755,18,2024-08-01,Com_2,Utilities,Zone D,2076,13,0.94,56.0,0.0,0,143,0.0,0.2321428571428572
2756,19,2024-08-01,Com_2,Utilities,Zone D,2090,14,0.95,59.0,0.0,0,154,0.0,0.2372881355932203
2757,20,2024-08-01,Com_2,Utilities,Zone D,2106,16,0.94,45.0,0.0,0,176,0.0,0.3555555555555556
2758,21,2024-08-01,Com_2,Utilities,Zone D,2118,12,0.95,52.0,0.0,0,132,0.0,0.2307692307692308
2759,22,2024-08-01,Com_2,Utilities,Zone A,2130,12,0.95,52.0,0.0,0,60,0.0,0.2307692307692308
2760,23,2024-08-01,Com_2,Utilities,Zone A,2144,14,0.93,48.0,0.0,0,70,0.0,0.2916666666666667
2761,0,2024-08-02,Com_2,Utilities,Zone A,2160,16,0.95,51.0,0.0,0,80,0.0,0.3137254901960784
2762,1,2024-08-02,Com_2,Utilities,Zone A,2173,13,0.95,58.0,0.0,0,65,0.0,0.2241379310344828
2763,2,2024-08-02,Com_2,Utilities,Zone A,2189,16,0.92,48.0,0.0,0,80,0.0,0.3333333333333333
2764,3,2024-08-02,Com_2,Utilities,Zone A,2204,15,0.95,56.0,0.0,0,75,0.0,0.2678571428571428
2765,4,2024-08-02,Com_2,Utilities,Zone A,2219,15,0.92,57.0,0.0,0,75,0.0,0.2631578947368421
2766,5,2024-08-02,Com_2,Utilities,Zone A,2233,14,0.93,56.0,0.0,0,70,0.0,0.25
2767,6,2024-08-02,Com_2,Utilities,Zone B,2245,12,0.96,52.0,0.0,0,84,0.0,0.2307692307692308
2768,7,2024-08-02,Com_2,Utilities,Zone B,2259,14,0.94,59.0,0.0,0,98,0.0,0.2372881355932203
2769,8,2024-08-02,Com_2,Utilities,Zone B,2275,16,0.95,48.0,0.0,0,112,0.0,0.3333333333333333
2770,9,2024-08-02,Com_2,Utilities,Zone C,2291,16,0.93,57.0,0.0,0,144,0.0,0.2807017543859649
2771,10,2024-08-02,Com_2,Utilities,Zone C,2303,12,0.95,45.0,0.0,0,108,0.0,0.2666666666666667
2772,11,2024-08-02,Com_2,Utilities,Zone C,2317,14,0.94,56.0,0.0,0,126,0.0,0.25
2773,12,2024-08-02,Com_2,Utilities,Zone B,2332,15,0.92,52.0,0.0,0,105,0.0,0.2884615384615384
2774,13,2024-08-02,Com_2,Utilities,Zone B,2347,15,0.92,60.0,0.0,0,105,0.0,0.25
2775,14,2024-08-02,Com_2,Utilities,Zone B,2361,14,0.93,46.0,0.0,0,98,0.0,0.3043478260869565
2776,15,2024-08-02,Com_2,Utilities,Zone B,2373,12,0.92,59.0,0.0,0,84,0.0,0.2033898305084746
2777,16,2024-08-02,Com_2,Utilities,Zone B,2389,16,0.94,48.0,0.0,0,112,0.0,0.3333333333333333
2778,17,2024-08-02,Com_2,Utilities,Zone B,2401,12,0.95,48.0,0.0,0,84,0.0,0.25
2779,18,2024-08-02,Com_2,Utilities,Zone D,2417,16,0.95,46.0,0.0,0,176,0.0,0.3478260869565217
2780,19,2024-08-02,Com_2,Utilities,Zone D,2432,15,0.93,58.0,0.0,0,165,0.0,0.2586206896551724
2781,20,2024-08-02,Com_2,Utilities,Zone D,2448,16,0.92,58.0,0.0,0,176,0.0,0.2758620689655172
2782,21,2024-08-02,Com_2,Utilities,Zone D,2462,14,0.94,48.0,0.0,0,154,0.0,0.2916666666666667
2783,22,2024-08-02,Com_2,Utilities,Zone A,2474,12,0.95,45.0,0.0,0,60,0.0,0.2666666666666667
2784,23,2024-08-02,Com_2,Utilities,Zone A,2488,14,0.93,46.0,0.0,0,70,0.0,0.3043478260869565
2785,0,2024-08-03,Com_2,Utilities,Zone A,2500,12,0.95,51.0,0.0,0,60,0.0,0.2352941176470588
2786,1,2024-08-03,Com_2,Utilities,Zone A,2513,13,0.94,50.0,0.0,0,65,0.0,0.26
2787,2,2024-08-03,Com_2,Utilities,Zone A,2526,13,0.94,51.0,0.0,0,65,0.0,0.2549019607843137
2788,3,2024-08-03,Com_2,Utilities,Zone A,2538,12,0.94,50.0,0.0,0,60,0.0,0.24
2789,4,2024-08-03,Com_2,Utilities,Zone A,2550,12,0.95,52.0,0.0,0,60,0.0,0.2307692307692308
2790,5,2024-08-03,Com_2,Utilities,Zone A,2563,13,0.96,48.0,0.0,0,65,0.0,0.2708333333333333
2791,6,2024-08-03,Com_2,Utilities,Zone B,2577,14,0.94,46.0,0.0,0,98,0.0,0.3043478260869565
2792,7,2024-08-03,Com_2,Utilities,Zone B,2591,14,0.95,56.0,0.0,0,98,0.0,0.25
2793,8,2024-08-03,Com_2,Utilities,Zone B,2605,14,0.95,47.0,0.0,0,98,0.0,0.2978723404255319
2794,9,2024-08-03,Com_2,Utilities,Zone C,2620,15,0.96,54.0,0.0,0,135,0.0,0.2777777777777778
2795,10,2024-08-03,Com_2,Utilities,Zone C,2632,12,0.93,57.0,0.0,0,108,0.0,0.2105263157894737
2796,11,2024-08-03,Com_2,Utilities,Zone C,2644,12,0.95,46.0,0.0,0,108,0.0,0.2608695652173913
2797,12,2024-08-03,Com_2,Utilities,Zone B,2656,12,0.95,47.0,0.0,0,84,0.0,0.2553191489361702
2798,13,2024-08-03,Com_2,Utilities,Zone B,2669,13,0.95,48.0,0.0,0,91,0.0,0.2708333333333333
2799,14,2024-08-03,Com_2,Utilities,Zone B,2685,16,0.92,54.0,0.0,0,112,0.0,0.2962962962962963
2800,15,2024-08-03,Com_2,Utilities,Zone B,2700,15,0.95,45.0,0.0,0,105,0.0,0.3333333333333333
2801,16,2024-08-03,Com_2,Utilities,Zone B,2712,12,0.93,50.0,0.0,0,84,0.0,0.24
2802,17,2024-08-03,Com_2,Utilities,Zone B,2724,12,0.94,53.0,0.0,0,84,0.0,0.2264150943396226
2803,18,2024-08-03,Com_2,Utilities,Zone D,2736,12,0.94,60.0,0.0,0,132,0.0,0.2
2804,19,2024-08-03,Com_2,Utilities,Zone D,2751,15,0.94,53.0,0.0,0,165,0.0,0.2830188679245283
2805,20,2024-08-03,Com_2,Utilities,Zone D,2763,12,0.93,52.0,0.0,0,132,0.0,0.2307692307692308
2806,21,2024-08-03,Com_2,Utilities,Zone D,2776,13,0.93,47.0,0.0,0,143,0.0,0.2765957446808511
2807,22,2024-08-03,Com_2,Utilities,Zone A,2788,12,0.92,52.0,0.0,0,60,0.0,0.2307692307692308
2808,23,2024-08-03,Com_2,Utilities,Zone A,2800,12,0.94,52.0,0.0,0,60,0.0,0.2307692307692308
2809,0,2024-08-04,Com_2,Utilities,Zone A,2816,16,0.95,56.0,0.0,0,80,0.0,0.2857142857142857
2810,1,2024-08-04,Com_2,Utilities,Zone A,2832,16,0.96,59.0,0.0,0,80,0.0,0.2711864406779661
2811,2,2024-08-04,Com_2,Utilities,Zone A,2844,12,0.93,55.0,0.0,0,60,0.0,0.2181818181818182
2812,3,2024-08-04,Com_2,Utilities,Zone A,2856,12,0.93,48.0,0.0,0,60,0.0,0.25
2813,4,2024-08-04,Com_2,Utilities,Zone A,2872,16,0.92,51.0,0.0,0,80,0.0,0.3137254901960784
2814,5,2024-08-04,Com_2,Utilities,Zone A,2884,12,0.94,55.0,0.0,0,60,0.0,0.2181818181818182
2815,6,2024-08-04,Com_2,Utilities,Zone B,2897,13,0.95,58.0,0.0,0,91,0.0,0.2241379310344828
2816,7,2024-08-04,Com_2,Utilities,Zone B,2910,13,0.93,45.0,0.0,0,91,0.0,0.2888888888888889
2817,8,2024-08-04,Com_2,Utilities,Zone B,2925,15,0.96,51.0,0.0,0,105,0.0,0.2941176470588235
2818,9,2024-08-04,Com_2,Utilities,Zone C,2937,12,0.95,54.0,0.0,0,108,0.0,0.2222222222222222
2819,10,2024-08-04,Com_2,Utilities,Zone C,2952,15,0.94,47.0,0.0,0,135,0.0,0.3191489361702128
2820,11,2024-08-04,Com_2,Utilities,Zone C,2966,14,0.95,50.0,0.0,0,126,0.0,0.28
2821,12,2024-08-04,Com_2,Utilities,Zone B,2980,14,0.94,58.0,0.0,0,98,0.0,0.2413793103448276
2822,13,2024-08-04,Com_2,Utilities,Zone B,2992,12,0.95,55.0,0.0,0,84,0.0,0.2181818181818182
2823,14,2024-08-04,Com_2,Utilities,Zone B,3007,15,0.93,56.0,0.0,0,105,0.0,0.2678571428571428
2824,15,2024-08-04,Com_2,Utilities,Zone B,3023,16,0.96,54.0,0.0,0,112,0.0,0.2962962962962963
2825,16,2024-08-04,Com_2,Utilities,Zone B,3036,13,0.92,47.0,0.0,0,91,0.0,0.2765957446808511
2826,17,2024-08-04,Com_2,Utilities,Zone B,3050,14,0.94,51.0,0.0,0,98,0.0,0.2745098039215687
2827,18,2024-08-04,Com_2,Utilities,Zone D,3065,15,0.94,58.0,0.0,0,165,0.0,0.2586206896551724
2828,19,2024-08-04,Com_2,Utilities,Zone D,3081,16,0.94,52.0,0.0,0,176,0.0,0.3076923076923077
2829,20,2024-08-04,Com_2,Utilities,Zone D,3093,12,0.92,48.0,0.0,0,132,0.0,0.25
2830,21,2024-08-04,Com_2,Utilities,Zone D,3106,13,0.92,55.0,0.0,0,143,0.0,0.2363636363636364
2831,22,2024-08-04,Com_2,Utilities,Zone A,3121,15,0.96,52.0,0.0,0,75,0.0,0.2884615384615384
2832,23,2024-08-04,Com_2,Utilities,Zone A,3134,13,0.95,50.0,0.0,0,65,0.0,0.26
2833,0,2024-08-05,Com_2,Utilities,Zone A,3146,12,0.94,48.0,0.0,0,60,0.0,0.25
2834,1,2024-08-05,Com_2,Utilities,Zone A,3158,12,0.95,54.0,0.0,0,60,0.0,0.2222222222222222
2835,2,2024-08-05,Com_2,Utilities,Zone A,3172,14,0.94,52.0,0.0,0,70,0.0,0.2692307692307692
2836,3,2024-08-05,Com_2,Utilities,Zone A,3184,12,0.94,46.0,0.0,0,60,0.0,0.2608695652173913
2837,4,2024-08-05,Com_2,Utilities,Zone A,3199,15,0.96,53.0,0.0,0,75,0.0,0.2830188679245283
2838,5,2024-08-05,Com_2,Utilities,Zone A,3211,12,0.92,56.0,0.0,0,60,0.0,0.2142857142857143
2839,6,2024-08-05,Com_2,Utilities,Zone B,3224,13,0.94,45.0,0.0,0,91,0.0,0.2888888888888889
2840,7,2024-08-05,Com_2,Utilities,Zone B,3237,13,0.95,45.0,0.0,0,91,0.0,0.2888888888888889
2841,8,2024-08-05,Com_2,Utilities,Zone B,3249,12,0.92,50.0,0.0,0,84,0.0,0.24
2842,9,2024-08-05,Com_2,Utilities,Zone C,3264,15,0.95,47.0,0.0,0,135,0.0,0.3191489361702128
2843,10,2024-08-05,Com_2,Utilities,Zone C,3276,12,0.95,50.0,0.0,0,108,0.0,0.24
2844,11,2024-08-05,Com_2,Utilities,Zone C,3292,16,0.95,55.0,0.0,0,144,0.0,0.2909090909090909
2845,12,2024-08-05,Com_2,Utilities,Zone B,3305,13,0.95,46.0,0.0,0,91,0.0,0.2826086956521739
2846,13,2024-08-05,Com_2,Utilities,Zone B,3318,13,0.94,49.0,0.0,0,91,0.0,0.2653061224489796
2847,14,2024-08-05,Com_2,Utilities,Zone B,3332,14,0.93,46.0,0.0,0,98,0.0,0.3043478260869565
2848,15,2024-08-05,Com_2,Utilities,Zone B,3346,14,0.96,48.0,0.0,0,98,0.0,0.2916666666666667
2849,16,2024-08-05,Com_2,Utilities,Zone B,3362,16,0.93,55.0,0.0,0,112,0.0,0.2909090909090909
2850,17,2024-08-05,Com_2,Utilities,Zone B,3377,15,0.93,53.0,0.0,0,105,0.0,0.2830188679245283
2851,18,2024-08-05,Com_2,Utilities,Zone D,3392,15,0.92,49.0,0.0,0,165,0.0,0.3061224489795918
2852,19,2024-08-05,Com_2,Utilities,Zone D,3408,16,0.92,53.0,0.0,0,176,0.0,0.3018867924528302
2853,20,2024-08-05,Com_2,Utilities,Zone D,3424,16,0.96,50.0,0.0,0,176,0.0,0.32
2854,21,2024-08-05,Com_2,Utilities,Zone D,3438,14,0.93,48.0,0.0,0,154,0.0,0.2916666666666667
2855,22,2024-08-05,Com_2,Utilities,Zone A,3453,15,0.96,59.0,0.0,0,75,0.0,0.2542372881355932
2856,23,2024-08-05,Com_2,Utilities,Zone A,3468,15,0.95,47.0,0.0,0,75,0.0,0.3191489361702128
2857,0,2024-08-06,Com_2,Utilities,Zone A,3481,13,0.93,60.0,0.0,0,65,0.0,0.2166666666666667
2858,1,2024-08-06,Com_2,Utilities,Zone A,3496,15,0.96,45.0,0.0,0,75,0.0,0.3333333333333333
2859,2,2024-08-06,Com_2,Utilities,Zone A,3511,15,0.93,56.0,0.0,0,75,0.0,0.2678571428571428
2860,3,2024-08-06,Com_2,Utilities,Zone A,3525,14,0.94,54.0,0.0,0,70,0.0,0.2592592592592592
2861,4,2024-08-06,Com_2,Utilities,Zone A,3539,14,0.94,50.0,0.0,0,70,0.0,0.28
2862,5,2024-08-06,Com_2,Utilities,Zone A,3552,13,0.94,51.0,0.0,0,65,0.0,0.2549019607843137
2863,6,2024-08-06,Com_2,Utilities,Zone B,3568,16,0.95,53.0,0.0,0,112,0.0,0.3018867924528302
2864,7,2024-08-06,Com_2,Utilities,Zone B,3582,14,0.92,48.0,0.0,0,98,0.0,0.2916666666666667
2865,8,2024-08-06,Com_2,Utilities,Zone B,3596,14,0.94,51.0,0.0,0,98,0.0,0.2745098039215687
2866,9,2024-08-06,Com_2,Utilities,Zone C,3608,12,0.94,49.0,0.0,0,108,0.0,0.2448979591836735
2867,10,2024-08-06,Com_2,Utilities,Zone C,3620,12,0.92,45.0,0.0,0,108,0.0,0.2666666666666667
2868,11,2024-08-06,Com_2,Utilities,Zone C,3633,13,0.93,59.0,0.0,0,117,0.0,0.2203389830508475
2869,12,2024-08-06,Com_2,Utilities,Zone B,3647,14,0.93,50.0,0.0,0,98,0.0,0.28
2870,13,2024-08-06,Com_2,Utilities,Zone B,3660,13,0.94,57.0,0.0,0,91,0.0,0.2280701754385965
2871,14,2024-08-06,Com_2,Utilities,Zone B,3675,15,0.95,54.0,0.0,0,105,0.0,0.2777777777777778
2872,15,2024-08-06,Com_2,Utilities,Zone B,3690,15,0.94,58.0,0.0,0,105,0.0,0.2586206896551724
2873,16,2024-08-06,Com_2,Utilities,Zone B,3702,12,0.95,46.0,0.0,0,84,0.0,0.2608695652173913
2874,17,2024-08-06,Com_2,Utilities,Zone B,3716,14,0.96,60.0,0.0,0,98,0.0,0.2333333333333333
2875,18,2024-08-06,Com_2,Utilities,Zone D,3728,12,0.95,49.0,0.0,0,132,0.0,0.2448979591836735
2876,19,2024-08-06,Com_2,Utilities,Zone D,3744,16,0.93,51.0,0.0,0,176,0.0,0.3137254901960784
2877,20,2024-08-06,Com_2,Utilities,Zone D,3758,14,0.95,59.0,0.0,0,154,0.0,0.2372881355932203
2878,21,2024-08-06,Com_2,Utilities,Zone D,3773,15,0.93,58.0,0.0,0,165,0.0,0.2586206896551724
2879,22,2024-08-06,Com_2,Utilities,Zone A,3787,14,0.93,49.0,0.0,0,70,0.0,0.2857142857142857
2880,23,2024-08-06,Com_2,Utilities,Zone A,3803,16,0.96,58.0,0.0,0,80,0.0,0.2758620689655172
2881,0,2024-08-07,Com_2,Utilities,Zone A,3817,14,0.92,48.0,0.0,0,70,0.0,0.2916666666666667
2882,1,2024-08-07,Com_2,Utilities,Zone A,3831,14,0.95,59.0,0.0,0,70,0.0,0.2372881355932203
2883,2,2024-08-07,Com_2,Utilities,Zone A,3843,12,0.95,51.0,0.0,0,60,0.0,0.2352941176470588
2884,3,2024-08-07,Com_2,Utilities,Zone A,3857,14,0.95,59.0,0.0,0,70,0.0,0.2372881355932203
2885,4,2024-08-07,Com_2,Utilities,Zone A,3872,15,0.93,50.0,0.0,0,75,0.0,0.3
2886,5,2024-08-07,Com_2,Utilities,Zone A,3887,15,0.95,46.0,0.0,0,75,0.0,0.3260869565217391
2887,6,2024-08-07,Com_2,Utilities,Zone B,3903,16,0.93,46.0,0.0,0,112,0.0,0.3478260869565217
2888,7,2024-08-07,Com_2,Utilities,Zone B,3919,16,0.96,54.0,0.0,0,112,0.0,0.2962962962962963
2889,8,2024-08-07,Com_2,Utilities,Zone B,3931,12,0.93,47.0,0.0,0,84,0.0,0.2553191489361702
2890,9,2024-08-07,Com_2,Utilities,Zone C,3944,13,0.94,51.0,0.0,0,117,0.0,0.2549019607843137
2891,10,2024-08-07,Com_2,Utilities,Zone C,3958,14,0.93,56.0,0.0,0,126,0.0,0.25
2892,11,2024-08-07,Com_2,Utilities,Zone C,3972,14,0.94,58.0,0.0,0,126,0.0,0.2413793103448276
2893,12,2024-08-07,Com_2,Utilities,Zone B,3988,16,0.94,49.0,0.0,0,112,0.0,0.3265306122448979
2894,13,2024-08-07,Com_2,Utilities,Zone B,4002,14,0.93,45.0,0.0,0,98,0.0,0.3111111111111111
2895,14,2024-08-07,Com_2,Utilities,Zone B,4014,12,0.95,55.0,0.0,0,84,0.0,0.2181818181818182
2896,15,2024-08-07,Com_2,Utilities,Zone B,4026,12,0.94,58.0,0.0,0,84,0.0,0.2068965517241379
2897,16,2024-08-07,Com_2,Utilities,Zone B,4042,16,0.95,49.0,0.0,0,112,0.0,0.3265306122448979
2898,17,2024-08-07,Com_2,Utilities,Zone B,4055,13,0.94,57.0,0.0,0,91,0.0,0.2280701754385965
2899,18,2024-08-07,Com_2,Utilities,Zone D,4069,14,0.95,46.0,0.0,0,154,0.0,0.3043478260869565
2900,19,2024-08-07,Com_2,Utilities,Zone D,4084,15,0.93,58.0,0.0,0,165,0.0,0.2586206896551724
2901,20,2024-08-07,Com_2,Utilities,Zone D,4099,15,0.95,59.0,0.0,0,165,0.0,0.2542372881355932
2902,21,2024-08-07,Com_2,Utilities,Zone D,4114,15,0.95,60.0,0.0,0,165,0.0,0.25
2903,22,2024-08-07,Com_2,Utilities,Zone A,4126,12,0.93,51.0,0.0,0,60,0.0,0.2352941176470588
2904,23,2024-08-07,Com_2,Utilities,Zone A,4141,15,0.94,60.0,0.0,0,75,0.0,0.25
2905,0,2024-08-08,Com_2,Utilities,Zone A,4153,12,0.95,55.0,0.0,0,60,0.0,0.2181818181818182
2906,1,2024-08-08,Com_2,Utilities,Zone A,4166,13,0.95,49.0,0.0,0,65,0.0,0.2653061224489796
2907,2,2024-08-08,Com_2,Utilities,Zone A,4181,15,0.96,58.0,0.0,0,75,0.0,0.2586206896551724
2908,3,2024-08-08,Com_2,Utilities,Zone A,4197,16,0.94,54.0,0.0,0,80,0.0,0.2962962962962963
2909,4,2024-08-08,Com_2,Utilities,Zone A,4212,15,0.96,51.0,0.0,0,75,0.0,0.2941176470588235
2910,5,2024-08-08,Com_2,Utilities,Zone A,4226,14,0.93,51.0,0.0,0,70,0.0,0.2745098039215687
2911,6,2024-08-08,Com_2,Utilities,Zone B,4241,15,0.96,53.0,0.0,0,105,0.0,0.2830188679245283
2912,7,2024-08-08,Com_2,Utilities,Zone B,4253,12,0.94,56.0,0.0,0,84,0.0,0.2142857142857143
2913,8,2024-08-08,Com_2,Utilities,Zone B,4267,14,0.94,50.0,0.0,0,98,0.0,0.28
2914,9,2024-08-08,Com_2,Utilities,Zone C,4279,12,0.96,46.0,0.0,0,108,0.0,0.2608695652173913
2915,10,2024-08-08,Com_2,Utilities,Zone C,4291,12,0.93,60.0,0.0,0,108,0.0,0.2
2916,11,2024-08-08,Com_2,Utilities,Zone C,4305,14,0.96,52.0,0.0,0,126,0.0,0.2692307692307692
2917,12,2024-08-08,Com_2,Utilities,Zone B,4320,15,0.93,57.0,0.0,0,105,0.0,0.2631578947368421
2918,13,2024-08-08,Com_2,Utilities,Zone B,4335,15,0.96,55.0,0.0,0,105,0.0,0.2727272727272727
2919,14,2024-08-08,Com_2,Utilities,Zone B,4349,14,0.92,51.0,0.0,0,98,0.0,0.2745098039215687
2920,15,2024-08-08,Com_2,Utilities,Zone B,4364,15,0.93,54.0,0.0,0,105,0.0,0.2777777777777778
2921,16,2024-08-08,Com_2,Utilities,Zone B,4380,16,0.95,58.0,0.0,0,112,0.0,0.2758620689655172
2922,17,2024-08-08,Com_2,Utilities,Zone B,4395,15,0.92,47.0,0.0,0,105,0.0,0.3191489361702128
2923,18,2024-08-08,Com_2,Utilities,Zone D,4408,13,0.92,53.0,0.0,0,143,0.0,0.2452830188679245
2924,19,2024-08-08,Com_2,Utilities,Zone D,4422,14,0.95,59.0,0.0,0,154,0.0,0.2372881355932203
2925,20,2024-08-08,Com_2,Utilities,Zone D,4437,15,0.96,47.0,0.0,0,165,0.0,0.3191489361702128
2926,21,2024-08-08,Com_2,Utilities,Zone D,4453,16,0.92,58.0,0.0,0,176,0.0,0.2758620689655172
2927,22,2024-08-08,Com_2,Utilities,Zone A,4468,15,0.94,45.0,0.0,0,75,0.0,0.3333333333333333
2928,23,2024-08-08,Com_2,Utilities,Zone A,4484,16,0.93,54.0,0.0,0,80,0.0,0.2962962962962963
2929,0,2024-08-09,Com_2,Utilities,Zone A,4497,13,0.93,49.0,0.0,0,65,0.0,0.2653061224489796
2930,1,2024-08-09,Com_2,Utilities,Zone A,4511,14,0.93,53.0,0.0,0,70,0.0,0.2641509433962264
2931,2,2024-08-09,Com_2,Utilities,Zone A,4524,13,0.93,50.0,0.0,0,65,0.0,0.26
2932,3,2024-08-09,Com_2,Utilities,Zone A,4537,13,0.95,60.0,0.0,0,65,0.0,0.2166666666666667
2933,4,2024-08-09,Com_2,Utilities,Zone A,4551,14,0.94,45.0,0.0,0,70,0.0,0.3111111111111111
2934,5,2024-08-09,Com_2,Utilities,Zone A,4567,16,0.94,50.0,0.0,0,80,0.0,0.32
2935,6,2024-08-09,Com_2,Utilities,Zone B,4580,13,0.94,60.0,0.0,0,91,0.0,0.2166666666666667
2936,7,2024-08-09,Com_2,Utilities,Zone B,4596,16,0.94,55.0,0.0,0,112,0.0,0.2909090909090909
2937,8,2024-08-09,Com_2,Utilities,Zone B,4610,14,0.93,48.0,0.0,0,98,0.0,0.2916666666666667
2938,9,2024-08-09,Com_2,Utilities,Zone C,4624,14,0.95,52.0,0.0,0,126,0.0,0.2692307692307692
2939,10,2024-08-09,Com_2,Utilities,Zone C,4637,13,0.96,54.0,0.0,0,117,0.0,0.2407407407407407
2940,11,2024-08-09,Com_2,Utilities,Zone C,4653,16,0.95,52.0,0.0,0,144,0.0,0.3076923076923077
2941,12,2024-08-09,Com_2,Utilities,Zone B,4666,13,0.95,55.0,0.0,0,91,0.0,0.2363636363636364
2942,13,2024-08-09,Com_2,Utilities,Zone B,4680,14,0.94,46.0,0.0,0,98,0.0,0.3043478260869565
2943,14,2024-08-09,Com_2,Utilities,Zone B,4692,12,0.96,53.0,0.0,0,84,0.0,0.2264150943396226
2944,15,2024-08-09,Com_2,Utilities,Zone B,4705,13,0.92,53.0,0.0,0,91,0.0,0.2452830188679245
2945,16,2024-08-09,Com_2,Utilities,Zone B,4718,13,0.95,50.0,0.0,0,91,0.0,0.26
2946,17,2024-08-09,Com_2,Utilities,Zone B,4734,16,0.94,55.0,0.0,0,112,0.0,0.2909090909090909
2947,18,2024-08-09,Com_2,Utilities,Zone D,4746,12,0.92,58.0,0.0,0,132,0.0,0.2068965517241379
2948,19,2024-08-09,Com_2,Utilities,Zone D,4759,13,0.93,48.0,0.0,0,143,0.0,0.2708333333333333
2949,20,2024-08-09,Com_2,Utilities,Zone D,4773,14,0.94,57.0,0.0,0,154,0.0,0.2456140350877193
2950,21,2024-08-09,Com_2,Utilities,Zone D,4787,14,0.96,47.0,0.0,0,154,0.0,0.2978723404255319
2951,22,2024-08-09,Com_2,Utilities,Zone A,4800,13,0.94,53.0,0.0,0,65,0.0,0.2452830188679245
2952,23,2024-08-09,Com_2,Utilities,Zone A,4815,15,0.95,45.0,0.0,0,75,0.0,0.3333333333333333
2953,0,2024-08-10,Com_2,Utilities,Zone A,4829,14,0.92,56.0,0.0,0,70,0.0,0.25
2954,1,2024-08-10,Com_2,Utilities,Zone A,4842,13,0.93,60.0,0.0,0,65,0.0,0.2166666666666667
2955,2,2024-08-10,Com_2,Utilities,Zone A,4854,12,0.95,49.0,0.0,0,60,0.0,0.2448979591836735
2956,3,2024-08-10,Com_2,Utilities,Zone A,4867,13,0.95,55.0,0.0,0,65,0.0,0.2363636363636364
2957,4,2024-08-10,Com_2,Utilities,Zone A,4879,12,0.95,48.0,0.0,0,60,0.0,0.25
2958,5,2024-08-10,Com_2,Utilities,Zone A,4895,16,0.94,56.0,0.0,0,80,0.0,0.2857142857142857
2959,6,2024-08-10,Com_2,Utilities,Zone B,4908,13,0.95,57.0,0.0,0,91,0.0,0.2280701754385965
2960,7,2024-08-10,Com_2,Utilities,Zone B,4923,15,0.95,46.0,0.0,0,105,0.0,0.3260869565217391
2961,8,2024-08-10,Com_2,Utilities,Zone B,4937,14,0.95,47.0,0.0,0,98,0.0,0.2978723404255319
2962,9,2024-08-10,Com_2,Utilities,Zone C,4951,14,0.92,49.0,0.0,0,126,0.0,0.2857142857142857
2963,10,2024-08-10,Com_2,Utilities,Zone C,4963,12,0.92,47.0,0.0,0,108,0.0,0.2553191489361702
2964,11,2024-08-10,Com_2,Utilities,Zone C,4977,14,0.95,51.0,0.0,0,126,0.0,0.2745098039215687
2965,12,2024-08-10,Com_2,Utilities,Zone B,4992,15,0.95,47.0,0.0,0,105,0.0,0.3191489361702128
2966,13,2024-08-10,Com_2,Utilities,Zone B,5004,12,0.95,45.0,0.0,0,84,0.0,0.2666666666666667
2967,14,2024-08-10,Com_2,Utilities,Zone B,5016,12,0.92,60.0,0.0,0,84,0.0,0.2
2968,15,2024-08-10,Com_2,Utilities,Zone B,5028,12,0.94,55.0,0.0,0,84,0.0,0.2181818181818182
2969,16,2024-08-10,Com_2,Utilities,Zone B,5041,13,0.94,54.0,0.0,0,91,0.0,0.2407407407407407
2970,17,2024-08-10,Com_2,Utilities,Zone B,5053,12,0.94,49.0,0.0,0,84,0.0,0.2448979591836735
2971,18,2024-08-10,Com_2,Utilities,Zone D,5068,15,0.93,56.0,0.0,0,165,0.0,0.2678571428571428
2972,19,2024-08-10,Com_2,Utilities,Zone D,5080,12,0.93,54.0,0.0,0,132,0.0,0.2222222222222222
2973,20,2024-08-10,Com_2,Utilities,Zone D,5092,12,0.93,57.0,0.0,0,132,0.0,0.2105263157894737
2974,21,2024-08-10,Com_2,Utilities,Zone D,5106,14,0.96,57.0,0.0,0,154,0.0,0.2456140350877193
2975,22,2024-08-10,Com_2,Utilities,Zone A,5121,15,0.94,54.0,0.0,0,75,0.0,0.2777777777777778
2976,23,2024-08-10,Com_2,Utilities,Zone A,5136,15,0.95,53.0,0.0,0,75,0.0,0.2830188679245283
2977,0,2024-08-11,Com_2,Utilities,Zone A,5152,16,0.93,47.0,0.0,0,80,0.0,0.3404255319148936
2978,1,2024-08-11,Com_2,Utilities,Zone A,5166,14,0.96,55.0,0.0,0,70,0.0,0.2545454545454545
2979,2,2024-08-11,Com_2,Utilities,Zone A,5182,16,0.93,52.0,0.0,0,80,0.0,0.3076923076923077
2980,3,2024-08-11,Com_2,Utilities,Zone A,5198,16,0.92,49.0,0.0,0,80,0.0,0.3265306122448979
2981,4,2024-08-11,Com_2,Utilities,Zone A,5212,14,0.96,52.0,0.0,0,70,0.0,0.2692307692307692
2982,5,2024-08-11,Com_2,Utilities,Zone A,5224,12,0.92,54.0,0.0,0,60,0.0,0.2222222222222222
2983,6,2024-08-11,Com_2,Utilities,Zone B,5240,16,0.95,57.0,0.0,0,112,0.0,0.2807017543859649
2984,7,2024-08-11,Com_2,Utilities,Zone B,5254,14,0.94,47.0,0.0,0,98,0.0,0.2978723404255319
